Specimen,Taxon,ID-Type,ExternalCode,Source
JHU-001593,,,FFX,WILD_CAUGHT
JHU-001594,,,FFX,WILD_CAUGHT
JHU-001595,aedes vexans,DNA,FFX,WILD_CAUGHT
JHU-001596,,,FFX,WILD_CAUGHT
JHU-001597,anopheles crucians_b,DNA,FFX,WILD_CAUGHT
JHU-001598,,,FFX,WILD_CAUGHT
JHU-001599,,,FFX,WILD_CAUGHT
JHU-001600,,,FFX,WILD_CAUGHT
JHU-001601,,,FFX,WILD_CAUGHT
JHU-001602,,,FFX,WILD_CAUGHT
JHU-001603,,,FFX,WILD_CAUGHT
JHU-001604,,,FFX,WILD_CAUGHT
JHU-001605,,,FFX,WILD_CAUGHT
JHU-001606,aedes albopictus,DNA,FFX,WILD_CAUGHT
JHU-001607,aedes albopictus,DNA,FFX,WILD_CAUGHT
JHU-001608,,,FFX,WILD_CAUGHT
JHU-001609,,,FFX,WILD_CAUGHT
JHU-001610,,,FFX,WILD_CAUGHT
JHU-001611,,,FFX,WILD_CAUGHT
JHU-001612,,,FFX,WILD_CAUGHT
JHU-001613,,,FFX,WILD_CAUGHT
JHU-001614,,,FFX,WILD_CAUGHT
JHU-001615,,,FFX,WILD_CAUGHT
JHU-001616,,,FFX,WILD_CAUGHT
JHU-001617,,,FFX,WILD_CAUGHT
JHU-001618,,,FFX,WILD_CAUGHT
JHU-001619,,,FFX,WILD_CAUGHT
JHU-001620,,,FFX,WILD_CAUGHT
JHU-001621,,,FFX,WILD_CAUGHT
JHU-001622,,,FFX,WILD_CAUGHT
JHU-001623,,,FFX,WILD_CAUGHT
JHU-001624,,,FFX,WILD_CAUGHT
JHU-001625,,,FFX,WILD_CAUGHT
JHU-001626,,,FFX,WILD_CAUGHT
JHU-001627,,,FFX,WILD_CAUGHT
JHU-001628,aedes albopictus,DNA,FFX,WILD_CAUGHT
JHU-001629,,,FFX,WILD_CAUGHT
JHU-001630,,,FFX,WILD_CAUGHT
JHU-001631,aedes vexans,DNA,FFX,WILD_CAUGHT
JHU-001632,,,FFX,WILD_CAUGHT
JHU-001633,,,FFX,WILD_CAUGHT
JHU-001634,aedes albopictus,DNA,FFX,WILD_CAUGHT
JHU-001635,,,FFX,WILD_CAUGHT
JHU-001636,,,FFX,WILD_CAUGHT
JHU-001637,aedes albopictus,DNA,FFX,WILD_CAUGHT
JHU-001638,,,FFX,WILD_CAUGHT
JHU-001639,,,FFX,WILD_CAUGHT
JHU-001640,,,FFX,WILD_CAUGHT
JHU-001641,,,FFX,WILD_CAUGHT
JHU-001642,,,FFX,WILD_CAUGHT
JHU-001643,,,FFX,WILD_CAUGHT
JHU-001644,,,FFX,WILD_CAUGHT
JHU-001645,,,FFX,WILD_CAUGHT
JHU-001646,,,FFX,WILD_CAUGHT
JHU-001647,,,FFX,WILD_CAUGHT
JHU-001648,psorophora ciliata,DNA,FFX,WILD_CAUGHT
JHU-001649,,,FFX,WILD_CAUGHT
JHU-001650,,,FFX,WILD_CAUGHT
JHU-001651,,,FFX,WILD_CAUGHT
JHU-001652,,,FFX,WILD_CAUGHT
JHU-001653,,,FFX,WILD_CAUGHT
JHU-001654,aedes albopictus,DNA,FFX,WILD_CAUGHT
JHU-001655,,,FFX,WILD_CAUGHT
JHU-001656,,,FFX,WILD_CAUGHT
JHU-001657,,,FFX,WILD_CAUGHT
JHU-001658,,,FFX,WILD_CAUGHT
JHU-001659,,,FFX,WILD_CAUGHT
JHU-001660,,,FFX,WILD_CAUGHT
JHU-001661,,,FFX,WILD_CAUGHT
JHU-001662,,,FFX,WILD_CAUGHT
JHU-001663,,,FFX,WILD_CAUGHT
JHU-001664,,,FFX,WILD_CAUGHT
JHU-001665,,,FFX,WILD_CAUGHT
JHU-001666,,,FFX,WILD_CAUGHT
JHU-001667,,,FFX,WILD_CAUGHT
JHU-001668,,,FFX,WILD_CAUGHT
JHU-001669,,,FFX,WILD_CAUGHT
JHU-001670,,,FFX,WILD_CAUGHT
JHU-001671,,,FFX,WILD_CAUGHT
JHU-001672,,,FFX,WILD_CAUGHT
JHU-001673,,,FFX,WILD_CAUGHT
JHU-001674,,,FFX,WILD_CAUGHT
JHU-001675,,,FFX,WILD_CAUGHT
JHU-001676,,,FFX,WILD_CAUGHT
JHU-001677,,,FFX,WILD_CAUGHT
JHU-001678,,,FFX,WILD_CAUGHT
JHU-001679,,,FFX,WILD_CAUGHT
JHU-001680,,,FFX,WILD_CAUGHT
JHU-001681,,,FFX,WILD_CAUGHT
JHU-001682,culex erraticus,DNA,FFX,WILD_CAUGHT
JHU-001683,,,FFX,WILD_CAUGHT
JHU-001684,,,FFX,WILD_CAUGHT
JHU-001685,,,FFX,WILD_CAUGHT
JHU-001686,,,FFX,WILD_CAUGHT
JHU-001687,,,FFX,WILD_CAUGHT
JHU-001688,,,FFX,WILD_CAUGHT
JHU-001689,,,FFX,WILD_CAUGHT
JHU-001690,,,FFX,WILD_CAUGHT
JHU-001691,,,FFX,WILD_CAUGHT
JHU-001692,culex salinarius,DNA,FFX,WILD_CAUGHT
JHU-001693,,,FFX,WILD_CAUGHT
JHU-001694,,,FFX,WILD_CAUGHT
JHU-001695,,,FFX,WILD_CAUGHT
JHU-001696,,,FFX,WILD_CAUGHT
JHU-001697,,,FFX,WILD_CAUGHT
JHU-001698,,,FFX,WILD_CAUGHT
JHU-001699,,,FFX,WILD_CAUGHT
JHU-001700,,,FFX,WILD_CAUGHT
JHU-001701,aedes albopictus,DNA,FFX,WILD_CAUGHT
JHU-001702,,,FFX,WILD_CAUGHT
JHU-001703,,,FFX,WILD_CAUGHT
JHU-001704,,,FFX,WILD_CAUGHT
JHU-001705,aedes vexans,DNA,FFX,WILD_CAUGHT
JHU-001706,,,FFX,WILD_CAUGHT
JHU-001707,,,FFX,WILD_CAUGHT
JHU-001708,,,FFX,WILD_CAUGHT
JHU-001709,,,FFX,WILD_CAUGHT
JHU-001710,,,FFX,WILD_CAUGHT
JHU-001711,,,FFX,WILD_CAUGHT
JHU-001712,,,FFX,WILD_CAUGHT
JHU-001713,,,FFX,WILD_CAUGHT
JHU-001714,,,FFX,WILD_CAUGHT
JHU-001715,,,FFX,WILD_CAUGHT
JHU-001716,,,FFX,WILD_CAUGHT
JHU-001717,,,FFX,WILD_CAUGHT
JHU-001718,,,FFX,WILD_CAUGHT
JHU-001719,,,FFX,WILD_CAUGHT
JHU-001720,psorophora ferox,DNA,FFX,WILD_CAUGHT
JHU-001721,,,FFX,WILD_CAUGHT
JHU-001722,,,FFX,WILD_CAUGHT
JHU-001723,aedes albopictus,DNA,FFX,WILD_CAUGHT
JHU-001724,,,FFX,WILD_CAUGHT
JHU-001725,,,FFX,WILD_CAUGHT
JHU-001726,,,FFX,WILD_CAUGHT
JHU-001727,,,FFX,WILD_CAUGHT
JHU-001728,,,FFX,WILD_CAUGHT
JHU-001729,,,FFX,WILD_CAUGHT
JHU-001730,,,FFX,WILD_CAUGHT
JHU-001731,,,FFX,WILD_CAUGHT
JHU-001732,,,FFX,WILD_CAUGHT
JHU-001733,,,FFX,WILD_CAUGHT
JHU-001734,,,FFX,WILD_CAUGHT
JHU-001735,,,FFX,WILD_CAUGHT
JHU-001736,,,FFX,WILD_CAUGHT
JHU-001737,,,FFX,WILD_CAUGHT
JHU-001738,,,FFX,WILD_CAUGHT
JHU-001739,,,FFX,WILD_CAUGHT
JHU-001740,,,FFX,WILD_CAUGHT
JHU-001741,,,FFX,WILD_CAUGHT
JHU-001742,,,FFX,WILD_CAUGHT
JHU-001743,,,FFX,WILD_CAUGHT
JHU-001744,,,FFX,WILD_CAUGHT
JHU-001745,,,FFX,WILD_CAUGHT
JHU-001746,,,FFX,WILD_CAUGHT
JHU-001747,aedes albopictus,DNA,FFX,WILD_CAUGHT
JHU-001748,,,FFX,WILD_CAUGHT
JHU-001749,,,FFX,WILD_CAUGHT
JHU-001750,,,FFX,WILD_CAUGHT
JHU-001751,,,FFX,WILD_CAUGHT
JHU-001752,,,FFX,WILD_CAUGHT
JHU-001753,,,FFX,WILD_CAUGHT
JHU-001754,,,FFX,WILD_CAUGHT
JHU-001755,,,FFX,WILD_CAUGHT
JHU-001756,,,FFX,WILD_CAUGHT
JHU-001757,,,FFX,WILD_CAUGHT
JHU-001758,,,FFX,WILD_CAUGHT
JHU-001759,,,FFX,WILD_CAUGHT
JHU-001760,,,FFX,WILD_CAUGHT
JHU-001761,,,FFX,WILD_CAUGHT
JHU-001762,,,FFX,WILD_CAUGHT
JHU-001763,,,FFX,WILD_CAUGHT
JHU-001764,,,FFX,WILD_CAUGHT
JHU-001765,,,FFX,WILD_CAUGHT
JHU-001766,,,FFX,WILD_CAUGHT
JHU-001767,,,FFX,WILD_CAUGHT
JHU-001768,,,FFX,WILD_CAUGHT
JHU-001769,,,FFX,WILD_CAUGHT
JHU-001770,,,FFX,WILD_CAUGHT
JHU-001771,,,FFX,WILD_CAUGHT
JHU-001772,,,FFX,WILD_CAUGHT
JHU-001773,,,FFX,WILD_CAUGHT
JHU-001774,,,FFX,WILD_CAUGHT
JHU-001775,,,FFX,WILD_CAUGHT
JHU-001776,,,FFX,WILD_CAUGHT
JHU-001777,,,FFX,WILD_CAUGHT
JHU-001778,,,FFX,WILD_CAUGHT
JHU-001779,,,FFX,WILD_CAUGHT
JHU-001780,,,FFX,WILD_CAUGHT
JHU-001781,,,FFX,WILD_CAUGHT
JHU-001782,,,FFX,WILD_CAUGHT
JHU-001783,,,FFX,WILD_CAUGHT
JHU-001784,,,FFX,WILD_CAUGHT
JHU-001785,,,FFX,WILD_CAUGHT
JHU-001786,,,FFX,WILD_CAUGHT
JHU-001787,,,FFX,WILD_CAUGHT
JHU-001788,,,FFX,WILD_CAUGHT
JHU-001789,,,FFX,WILD_CAUGHT
JHU-001790,,,FFX,WILD_CAUGHT
JHU-001791,,,FFX,WILD_CAUGHT
JHU-001792,,,FFX,WILD_CAUGHT
JHU-001793,,,FFX,WILD_CAUGHT
JHU-001794,,,FFX,WILD_CAUGHT
JHU-001795,,,FFX,WILD_CAUGHT
JHU-001796,,,FFX,WILD_CAUGHT
JHU-001797,,,FFX,WILD_CAUGHT
JHU-001798,,,FFX,WILD_CAUGHT
JHU-001799,,,FFX,WILD_CAUGHT
JHU-001800,,,FFX,WILD_CAUGHT
JHU-001801,,,FFX,WILD_CAUGHT
JHU-001802,,,FFX,WILD_CAUGHT
JHU-001803,,,FFX,WILD_CAUGHT
JHU-001804,,,FFX,WILD_CAUGHT
JHU-001805,,,FFX,WILD_CAUGHT
JHU-001806,,,FFX,WILD_CAUGHT
JHU-001807,,,FFX,WILD_CAUGHT
JHU-001808,,,FFX,WILD_CAUGHT
JHU-001809,,,FFX,WILD_CAUGHT
JHU-001810,,,FFX,WILD_CAUGHT
JHU-001811,,,FFX,WILD_CAUGHT
JHU-001812,,,FFX,WILD_CAUGHT
JHU-001813,,,FFX,WILD_CAUGHT
JHU-001814,,,FFX,WILD_CAUGHT
JHU-001815,,,FFX,WILD_CAUGHT
JHU-001816,,,FFX,WILD_CAUGHT
JHU-001817,,,FFX,WILD_CAUGHT
JHU-001818,,,FFX,WILD_CAUGHT
JHU-001819,,,FFX,WILD_CAUGHT
JHU-001820,,,FFX,WILD_CAUGHT
JHU-001821,,,FFX,WILD_CAUGHT
JHU-001822,,,FFX,WILD_CAUGHT
JHU-001823,,,FFX,WILD_CAUGHT
JHU-001824,,,FFX,WILD_CAUGHT
JHU-001825,,,FFX,WILD_CAUGHT
JHU-001826,,,FFX,WILD_CAUGHT
JHU-001827,,,FFX,WILD_CAUGHT
JHU-001828,,,FFX,WILD_CAUGHT
JHU-001829,,,FFX,WILD_CAUGHT
JHU-001830,,,FFX,WILD_CAUGHT
JHU-001831,,,FFX,WILD_CAUGHT
JHU-001832,,,FFX,WILD_CAUGHT
JHU-001833,,,FFX,WILD_CAUGHT
JHU-001834,,,FFX,WILD_CAUGHT
JHU-001835,,,FFX,WILD_CAUGHT
JHU-001836,,,FFX,WILD_CAUGHT
JHU-001837,,,FFX,WILD_CAUGHT
JHU-001838,,,FFX,WILD_CAUGHT
JHU-001839,,,FFX,WILD_CAUGHT
JHU-001840,,,FFX,WILD_CAUGHT
JHU-001841,,,FFX,WILD_CAUGHT
JHU-001842,,,FFX,WILD_CAUGHT
JHU-001843,,,FFX,WILD_CAUGHT
JHU-001844,aedes aegypti,Human,WRAR,LAB_COLONY
JHU-001845,aedes aegypti,Human,WRAR,LAB_COLONY
JHU-001846,aedes aegypti,DNA,WRAR,LAB_COLONY
JHU-001847,aedes aegypti,Human,WRAR,LAB_COLONY
JHU-001848,aedes aegypti,DNA,WRAR,LAB_COLONY
JHU-001849,aedes aegypti,DNA,WRAR,LAB_COLONY
JHU-001850,aedes aegypti,DNA,WRAR,LAB_COLONY
JHU-001851,aedes aegypti,DNA,WRAR,LAB_COLONY
JHU-001852,aedes aegypti,DNA,WRAR,LAB_COLONY
JHU-001853,aedes aegypti,DNA,WRAR,LAB_COLONY
JHU-001854,aedes aegypti,Human,WRAR,LAB_COLONY
JHU-001855,aedes aegypti,Human,WRAR,LAB_COLONY
JHU-001856,aedes aegypti,Human,WRAR,LAB_COLONY
JHU-001857,aedes aegypti,DNA,WRAR,LAB_COLONY
JHU-001858,aedes aegypti,DNA,WRAR,LAB_COLONY
JHU-001859,aedes aegypti,Human,WRAR,LAB_COLONY
JHU-001860,aedes aegypti,DNA,WRAR,LAB_COLONY
JHU-001861,aedes aegypti,DNA,WRAR,LAB_COLONY
JHU-001862,aedes aegypti,DNA,WRAR,LAB_COLONY
JHU-001863,aedes aegypti,DNA,WRAR,LAB_COLONY
JHU-001864,aedes aegypti,Human,WRAR,LAB_COLONY
JHU-001865,aedes aegypti,Human,WRAR,LAB_COLONY
JHU-001866,aedes aegypti,Human,WRAR,LAB_COLONY
JHU-001867,aedes aegypti,DNA,WRAR,LAB_COLONY
JHU-001868,aedes aegypti,Human,WRAR,LAB_COLONY
JHU-001869,aedes aegypti,DNA,WRAR,LAB_COLONY
JHU-001870,aedes aegypti,DNA,WRAR,LAB_COLONY
JHU-001871,,,FFX,WILD_CAUGHT
JHU-001872,aedes albopictus,DNA,FFX,WILD_CAUGHT
JHU-001873,culex erraticus,DNA,FFX,WILD_CAUGHT
JHU-001874,,,FFX,WILD_CAUGHT
JHU-001875,aedes albopictus,DNA,FFX,WILD_CAUGHT
JHU-001876,,,FFX,WILD_CAUGHT
JHU-001877,,,FFX,WILD_CAUGHT
JHU-001878,,,FFX,WILD_CAUGHT
JHU-001879,,,FFX,WILD_CAUGHT
JHU-001880,aedes trivittatus,DNA,FFX,WILD_CAUGHT
JHU-001881,psorophora columbiae,DNA,FFX,WILD_CAUGHT
JHU-001882,anopheles punctipennis,DNA,FFX,WILD_CAUGHT
JHU-001883,,,FFX,WILD_CAUGHT
JHU-001884,,,FFX,WILD_CAUGHT
JHU-001885,anopheles punctipennis,DNA,FFX,WILD_CAUGHT
JHU-001886,,,FFX,WILD_CAUGHT
JHU-001887,aedes trivittatus,DNA,FFX,WILD_CAUGHT
JHU-001888,,,FFX,WILD_CAUGHT
JHU-001889,psorophora columbiae,DNA,FFX,WILD_CAUGHT
JHU-001890,,,FFX,WILD_CAUGHT
JHU-001891,,,FFX,WILD_CAUGHT
JHU-001892,,,FFX,WILD_CAUGHT
JHU-001893,,,FFX,WILD_CAUGHT
JHU-001894,aedes japonicus,DNA,FFX,WILD_CAUGHT
JHU-001895,aedes albopictus,DNA,FFX,WILD_CAUGHT
JHU-001896,,,FFX,WILD_CAUGHT
JHU-001897,,,FFX,WILD_CAUGHT
JHU-001898,,,FFX,WILD_CAUGHT
JHU-001899,aedes japonicus,DNA,FFX,WILD_CAUGHT
JHU-001900,psorophora columbiae,DNA,FFX,WILD_CAUGHT
JHU-001901,,,FFX,WILD_CAUGHT
JHU-001902,aedes albopictus,DNA,FFX,WILD_CAUGHT
JHU-001903,,,FFX,WILD_CAUGHT
JHU-001904,aedes japonicus,DNA,FFX,WILD_CAUGHT
JHU-001905,,,FFX,WILD_CAUGHT
JHU-001906,aedes triseriatus_sl,DNA,FFX,WILD_CAUGHT
JHU-001907,,,FFX,WILD_CAUGHT
JHU-001908,,,FFX,WILD_CAUGHT
JHU-001909,,,FFX,WILD_CAUGHT
JHU-001910,,,FFX,WILD_CAUGHT
JHU-001911,aedes japonicus,DNA,FFX,WILD_CAUGHT
JHU-001912,,,FFX,WILD_CAUGHT
JHU-001913,aedes aegypti,Human,WRAR,LAB_COLONY
JHU-001914,aedes aegypti,DNA,WRAR,LAB_COLONY
JHU-001915,aedes aegypti,DNA,WRAR,LAB_COLONY
JHU-001916,aedes aegypti,DNA,WRAR,LAB_COLONY
JHU-001917,aedes aegypti,Human,WRAR,LAB_COLONY
JHU-001918,,,FFX,WILD_CAUGHT
JHU-001919,aedes japonicus,DNA,FFX,WILD_CAUGHT
JHU-001920,culex salinarius,DNA,FFX,WILD_CAUGHT
JHU-001921,aedes albopictus,DNA,FFX,WILD_CAUGHT
JHU-001922,anopheles crucians_b,DNA,FFX,WILD_CAUGHT
JHU-001923,,,FFX,WILD_CAUGHT
JHU-001924,aedes atlanticus,DNA,FFX,WILD_CAUGHT
JHU-001925,,,FFX,WILD_CAUGHT
JHU-001926,,,FFX,WILD_CAUGHT
JHU-001927,culex pipiens,DNA,FFX,WILD_CAUGHT
JHU-001928,aedes japonicus,DNA,FFX,WILD_CAUGHT
JHU-001929,,,FFX,WILD_CAUGHT
JHU-001930,aedes albopictus,DNA,FFX,WILD_CAUGHT
JHU-001931,aedes albopictus,DNA,FFX,WILD_CAUGHT
JHU-001932,,,FFX,WILD_CAUGHT
JHU-001933,aedes albopictus,DNA,FFX,WILD_CAUGHT
JHU-001934,aedes albopictus,DNA,FFX,WILD_CAUGHT
JHU-001935,,,FFX,WILD_CAUGHT
JHU-001936,,,FFX,WILD_CAUGHT
JHU-001937,,,FFX,WILD_CAUGHT
JHU-001938,psorophora ciliata,Human,SPS,WILD_CAUGHT
JHU-001939,psorophora ciliata,Human,SPS,WILD_CAUGHT
JHU-001940,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001941,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001942,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001943,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001944,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001945,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001946,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001947,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001948,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001949,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001950,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001951,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001952,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001953,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001954,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001955,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001956,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001957,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001958,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001959,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001960,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001961,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001962,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001963,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001964,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001965,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001966,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001967,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001968,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001969,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001970,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001971,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001972,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001973,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001974,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001975,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001976,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001977,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001978,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001979,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001980,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001981,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001982,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001983,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001984,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001985,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001986,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001987,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001988,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-001989,aedes dorsalis,Human,HIF,WILD_CAUGHT
JHU-001990,aedes dorsalis,Human,HIF,WILD_CAUGHT
JHU-001991,aedes dorsalis,Human,HIF,WILD_CAUGHT
JHU-001992,aedes sollicitans,Human,AXS,WILD_CAUGHT
JHU-001993,aedes sollicitans,Human,AXS,WILD_CAUGHT
JHU-001994,aedes sollicitans,Human,AXS,WILD_CAUGHT
JHU-001995,aedes sollicitans,Human,AXS,WILD_CAUGHT
JHU-001996,aedes sollicitans,Human,AXS,WILD_CAUGHT
JHU-001997,aedes sollicitans,Human,AXS,WILD_CAUGHT
JHU-001998,aedes sollicitans,Human,AXS,WILD_CAUGHT
JHU-001999,aedes sollicitans,Human,AXS,WILD_CAUGHT
JHU-002000,aedes sollicitans,Human,AXS,WILD_CAUGHT
JHU-002001,psorophora columbiae,Human,MCF,WILD_CAUGHT
JHU-002002,psorophora columbiae,Human,MCF,WILD_CAUGHT
JHU-002003,psorophora columbiae,Human,MCF,WILD_CAUGHT
JHU-002004,psorophora columbiae,Human,MCF,WILD_CAUGHT
JHU-002005,psorophora columbiae,Human,MCF,WILD_CAUGHT
JHU-002006,psorophora columbiae,Human,MCF,WILD_CAUGHT
JHU-002007,psorophora columbiae,Human,MCF,WILD_CAUGHT
JHU-002008,psorophora columbiae,Human,MCF,WILD_CAUGHT
JHU-002009,psorophora columbiae,Human,MCF,WILD_CAUGHT
JHU-002010,aedes sollicitans,Human,SPS,WILD_CAUGHT
JHU-002011,aedes sollicitans,Human,SPS,WILD_CAUGHT
JHU-002012,aedes sollicitans,Human,SPS,WILD_CAUGHT
JHU-002013,aedes sollicitans,Human,SPS,WILD_CAUGHT
JHU-002014,aedes sollicitans,Human,SPS,WILD_CAUGHT
JHU-002015,psorophora cyanescens,Human,AXS,WILD_CAUGHT
JHU-002016,psorophora cyanescens,Human,AXS,WILD_CAUGHT
JHU-002017,psorophora cyanescens,Human,AXS,WILD_CAUGHT
JHU-002018,psorophora cyanescens,Human,AXS,WILD_CAUGHT
JHU-002019,psorophora cyanescens,Human,AXS,WILD_CAUGHT
JHU-002020,psorophora cyanescens,Human,AXS,WILD_CAUGHT
JHU-002021,psorophora cyanescens,Human,AXS,WILD_CAUGHT
JHU-002022,psorophora cyanescens,Human,AXS,WILD_CAUGHT
JHU-002023,psorophora cyanescens,Human,AXS,WILD_CAUGHT
JHU-002024,psorophora cyanescens,Human,AXS,WILD_CAUGHT
JHU-002025,psorophora cyanescens,Human,AXS,WILD_CAUGHT
JHU-002026,psorophora cyanescens,Human,AXS,WILD_CAUGHT
JHU-002027,psorophora cyanescens,Human,AXS,WILD_CAUGHT
JHU-002028,psorophora cyanescens,Human,AXS,WILD_CAUGHT
JHU-002029,psorophora cyanescens,Human,AXS,WILD_CAUGHT
JHU-002030,psorophora cyanescens,Human,AXS,WILD_CAUGHT
JHU-002031,psorophora signipennis,Human,AXS,WILD_CAUGHT
JHU-002032,aedes sollicitans,Human,AXS,WILD_CAUGHT
JHU-002033,aedes sollicitans,Human,AXS,WILD_CAUGHT
JHU-002034,aedes sollicitans,Human,AXS,WILD_CAUGHT
JHU-002035,aedes sollicitans,Human,AXS,WILD_CAUGHT
JHU-002036,aedes sollicitans,Human,AXS,WILD_CAUGHT
JHU-002037,aedes sollicitans,Human,AXS,WILD_CAUGHT
JHU-002038,aedes sollicitans,Human,AXS,WILD_CAUGHT
JHU-002039,aedes sollicitans,Human,AXS,WILD_CAUGHT
JHU-002040,aedes sollicitans,Human,AXS,WILD_CAUGHT
JHU-002041,aedes sollicitans,Human,AXS,WILD_CAUGHT
JHU-002042,aedes sollicitans,Human,AXS,WILD_CAUGHT
JHU-002043,aedes sollicitans,Human,AXS,WILD_CAUGHT
JHU-002044,aedes sollicitans,Human,AXS,WILD_CAUGHT
JHU-002045,aedes sollicitans,Human,AXS,WILD_CAUGHT
JHU-002046,aedes sollicitans,Human,AXS,WILD_CAUGHT
JHU-002047,aedes sollicitans,Human,AXS,WILD_CAUGHT
JHU-002048,aedes sollicitans,Human,AXS,WILD_CAUGHT
JHU-002049,aedes sollicitans,Human,AXS,WILD_CAUGHT
JHU-002050,aedes sollicitans,Human,AXS,WILD_CAUGHT
JHU-002051,aedes sollicitans,Human,AXS,WILD_CAUGHT
JHU-002052,aedes sollicitans,Human,AXS,WILD_CAUGHT
JHU-002053,aedes sollicitans,Human,AXS,WILD_CAUGHT
JHU-002054,aedes sollicitans,Human,AXS,WILD_CAUGHT
JHU-002055,aedes sollicitans,Human,AXS,WILD_CAUGHT
JHU-002056,aedes sollicitans,Human,AXS,WILD_CAUGHT
JHU-002057,aedes sollicitans,Human,AXS,WILD_CAUGHT
JHU-002058,aedes sollicitans,Human,AXS,WILD_CAUGHT
JHU-002059,aedes sollicitans,Human,AXS,WILD_CAUGHT
JHU-002060,aedes sollicitans,Human,AXS,WILD_CAUGHT
JHU-002061,psorophora ciliata,Human,AXS,WILD_CAUGHT
JHU-002062,psorophora ciliata,Human,AXS,WILD_CAUGHT
JHU-002063,psorophora ciliata,Human,AXS,WILD_CAUGHT
JHU-002064,psorophora ciliata,Human,AXS,WILD_CAUGHT
JHU-002065,psorophora ciliata,Human,AXS,WILD_CAUGHT
JHU-002066,psorophora ciliata,Human,AXS,WILD_CAUGHT
JHU-002067,psorophora ciliata,Human,AXS,WILD_CAUGHT
JHU-002068,aedes nigromaculis,Human,FEW,WILD_CAUGHT
JHU-002069,aedes nigromaculis,Human,FEW,WILD_CAUGHT
JHU-002070,aedes nigromaculis,Human,FEW,WILD_CAUGHT
JHU-002071,aedes nigromaculis,Human,FEW,WILD_CAUGHT
JHU-002072,aedes nigromaculis,Human,FEW,WILD_CAUGHT
JHU-002073,aedes nigromaculis,Human,FEW,WILD_CAUGHT
JHU-002074,aedes nigromaculis,Human,FEW,WILD_CAUGHT
JHU-002075,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-002076,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-002077,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-002078,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-002079,psorophora cyanescens,Human,SPS,WILD_CAUGHT
JHU-002080,psorophora cyanescens,Human,SPS,WILD_CAUGHT
